phase,url,source_file,page_type,primary_purpose,search_intent,target_audience,central_entity,primary_query_theme,supporting_topics,h1,heading_structure,word_count,published_date,modified_date,first_hand_signals,content_gap,competing_internal_url,recommended_action,author,breadcrumbs,broken_external_links,broken_internal_links,canonical,canonical_target_status,content_hash,description_length,duplicate_description,duplicate_title,external_outbound_links,image_count,indexable,internal_inbound_links,internal_outbound_links,issues,lang,local_status,meta_description,missing_alt,missing_dimensions,orphan,page_depth,production_status,robots_directives,schema_types,sitemap_included,title,title_length
after,https://typescript.robertdevore.com/lessons/functions/,content/lessons/03-functions.md,lessons,Write functions and callbacks with clear inputs and return types.,learn and practice,developers with basic programming familiarity,Functions & callbacks,Functions & callbacks,Where you are;Why this matters;JavaScript reality;TypeScript model;Working example;Type-checker drill;Runtime drill;Professional pattern;Common failure modes;Exercise;Checkpoint;Sources,Functions & callbacks,"[[""h1"", ""Functions & callbacks""], [""h2"", ""Where you are""], [""h2"", ""Why this matters""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Common failure modes""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",890,,,"compiler-run examples, real diagnostics, exercises, linked source",human review notes in methodology.md,,preserve technical meaning; distinguish introductory versus advanced lessons,,True,0,0,https://typescript.robertdevore.com/lessons/functions/,200,c6af57122846873ed54de8537249b9c61a120deb2b6abd3a468ae7ffb1a77429,65,False,False,4,0,True,57,75,,en,200,Write functions and callbacks with clear inputs and return types.,0,0,False,2,200,,WebSite;WebPage;LearningResource;BreadcrumbList,True,Functions & callbacks · TypeScript Course,41
after,https://typescript.robertdevore.com/lessons/errors-and-null/,content/lessons/07-errors-and-null.md,lessons,Handle missing values and errors with exceptions and result types.,learn and practice,developers with basic programming familiarity,Errors & nullable values,Errors & nullable values,Where you are;Mental model;JavaScript reality;TypeScript model;Working example;Type-checker drill;Runtime drill;Professional pattern;Exercise;Checkpoint;Sources,Errors & nullable values,"[[""h1"", ""Errors & nullable values""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",789,,,"compiler-run examples, real diagnostics, exercises, linked source",human review notes in methodology.md,,preserve technical meaning; distinguish introductory versus advanced lessons,,True,0,0,https://typescript.robertdevore.com/lessons/errors-and-null/,200,1780bfd529b6360ee59171661e2c9cbdd476617c43473ef3e4bb4ae5ad7d26d6,66,False,False,4,0,True,57,75,,en,200,Handle missing values and errors with exceptions and result types.,0,0,False,2,200,,WebSite;WebPage;LearningResource;BreadcrumbList,True,Errors & nullable values · TypeScript Course,44
after,https://typescript.robertdevore.com/lessons/narrowing/,content/lessons/05-narrowing.md,lessons,Use runtime evidence and control flow to make union types useful.,learn and practice,developers with basic programming familiarity,"Unions, literals & narrowing","Unions, literals & narrowing",Where you are;Why this matters;Mental model;JavaScript reality;TypeScript model;Working example;Type-checker drill;Runtime drill;Professional pattern;Exercise;Checkpoint;Sources,"Unions, literals & narrowing","[[""h1"", ""Unions, literals & narrowing""], [""h2"", ""Where you are""], [""h2"", ""Why this matters""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",887,,,"compiler-run examples, real diagnostics, exercises, linked source",human review notes in methodology.md,,preserve technical meaning; distinguish introductory versus advanced lessons,,True,0,0,https://typescript.robertdevore.com/lessons/narrowing/,200,da542c558440da7ddc3518b01105385ae5a03953ec1b821eee03650fc2f2b341,65,False,False,4,0,True,58,75,,en,200,Use runtime evidence and control flow to make union types useful.,0,0,False,2,200,,WebSite;WebPage;LearningResource;BreadcrumbList,True,"Unions, literals & narrowing · TypeScript Course",48
after,https://typescript.robertdevore.com/lessons/advanced-design/,content/lessons/32-advanced-design.md,lessons,"Use brands, builders, recursion, and type-state when they make an API easier to use.",learn and practice,developers with basic programming familiarity,Practical advanced types,Practical advanced types,Where you are;Mental model;JavaScript reality: classes and prototypes;TypeScript model;Working example;Type-checker drill;Runtime drill;Professional pattern;Exercise;Checkpoint;Sources,Practical advanced types,"[[""h1"", ""Practical advanced types""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality: classes and prototypes""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",872,,,"compiler-run examples, real diagnostics, exercises, linked source",human review notes in methodology.md,,preserve technical meaning; distinguish introductory versus advanced lessons,,True,0,0,https://typescript.robertdevore.com/lessons/advanced-design/,200,c9fbf7edce628ef0b0273bd6fc41c7a1af4bc4d7d7c581c0e7af5ccd7d725cd0,84,False,False,5,0,True,60,74,,en,200,"Use brands, builders, recursion, and type-state when they make an API easier to use.",0,0,False,1,200,,WebSite;WebPage;LearningResource;BreadcrumbList,True,Practical advanced types · TypeScript Course,44
after,https://typescript.robertdevore.com/lessons/performance/,content/lessons/30-performance.md,lessons,Find what slows the compiler or editor before changing your types.,learn and practice,developers with basic programming familiarity,Compiler & editor performance,Compiler & editor performance,Where you are;Mental model;Runtime and tooling reality;TypeScript model;Working example;Measurement lab;Type-checker drill;Runtime drill;Professional pattern;Exercise;Checkpoint;Sources,Compiler & editor performance,"[[""h1"", ""Compiler & editor performance""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""Runtime and tooling reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Measurement lab""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",751,,,"compiler-run examples, real diagnostics, exercises, linked source",human review notes in methodology.md,,preserve technical meaning; distinguish introductory versus advanced lessons,,True,0,0,https://typescript.robertdevore.com/lessons/performance/,200,e126bde65ee64a465363435d39daf399f007582f0a5a3653928a19d9f7d534ed,66,False,False,4,0,True,59,75,,en,200,Find what slows the compiler or editor before changing your types.,0,0,False,2,200,,WebSite;WebPage;LearningResource;BreadcrumbList,True,Compiler & editor performance · TypeScript Course,49
after,https://typescript.robertdevore.com/lessons/modules/,content/lessons/19-modules.md,lessons,Follow an import from TypeScript source to the code your runtime loads.,learn and practice,developers with basic programming familiarity,"ESM, CommonJS & module resolution","ESM, CommonJS & module resolution",Where you are;Mental model;JavaScript reality;TypeScript model;Working example;Type-checker drill;Package map exercise;Runtime drill;Professional pattern;Checkpoint;Sources,"ESM, CommonJS & module resolution","[[""h1"", ""ESM, CommonJS & module resolution""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Package map exercise""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",853,,,"compiler-run examples, real diagnostics, exercises, linked source",human review notes in methodology.md,,preserve technical meaning; distinguish introductory versus advanced lessons,,True,0,0,https://typescript.robertdevore.com/lessons/modules/,200,a2a42bb35fb209fe4fdbffffb4444425dda40d7eee8ce61f0e51f3f73c3b6bfe,71,False,False,5,0,True,58,74,,en,200,Follow an import from TypeScript source to the code your runtime loads.,0,0,False,2,200,,WebSite;WebPage;LearningResource;BreadcrumbList,True,"ESM, CommonJS & module resolution · TypeScript Course",53
after,https://typescript.robertdevore.com/lessons/keyof-typeof-indexed-access/,content/lessons/12-keyof-typeof-indexed-access.md,lessons,Keep property names and their values connected in reusable APIs.,learn and practice,developers with basic programming familiarity,"keyof, typeof & indexed access","keyof, typeof & indexed access",Where you are;Mental model;JavaScript reality;TypeScript model;Working example;Type-checker drill;Runtime drill;Professional pattern;Exercise;Checkpoint;Sources;Type explorer,"keyof, typeof & indexed access","[[""h1"", ""keyof, typeof & indexed access""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""], [""h2"", ""Type explorer""]]",768,,,"compiler-run examples, real diagnostics, exercises, linked source",human review notes in methodology.md,,preserve technical meaning; distinguish introductory versus advanced lessons,,True,0,0,https://typescript.robertdevore.com/lessons/keyof-typeof-indexed-access/,200,20693f012431d6e6b6326ca930e0e34b2e73f949cacf456f4cfbf0a4707c87be,64,False,False,5,0,True,58,75,,en,200,Keep property names and their values connected in reusable APIs.,0,0,False,2,200,,WebSite;WebPage;LearningResource;BreadcrumbList,True,"keyof, typeof & indexed access · TypeScript Course",50
after,https://typescript.robertdevore.com/lessons/static-analysis/,content/lessons/24-static-analysis.md,lessons,"Understand what the compiler, linter, formatter, and tests each check.",learn and practice,developers with basic programming familiarity,"Linting, formatting & static analysis","Linting, formatting & static analysis",Where you are;Mental model;JavaScript reality;TypeScript model;Working example;Type-checker drill;A small workflow;Runtime drill;Professional pattern;Exercise;Checkpoint;Sources,"Linting, formatting & static analysis","[[""h1"", ""Linting, formatting & static analysis""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""A small workflow""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",726,,,"compiler-run examples, real diagnostics, exercises, linked source",human review notes in methodology.md,,preserve technical meaning; distinguish introductory versus advanced lessons,,True,0,0,https://typescript.robertdevore.com/lessons/static-analysis/,200,2d07b3526d81ffbb30b3557c267878dc80e113e4f7842f881f6437924320e120,70,False,False,5,0,True,58,75,,en,200,"Understand what the compiler, linter, formatter, and tests each check.",0,0,False,2,200,,WebSite;WebPage;LearningResource;BreadcrumbList,True,"Linting, formatting & static analysis · TypeScript Course",57
after,https://typescript.robertdevore.com/lessons/conditional-types/,content/lessons/14-conditional-types.md,lessons,"Use conditional types and infer, and learn when unions distribute.",learn and practice,developers with basic programming familiarity,Conditional types & infer,Conditional types & infer,Where you are;Mental model;JavaScript reality;TypeScript model;Working example;Type-checker drill;Runtime drill;Professional pattern;Exercise;Checkpoint;Sources,Conditional types & infer,"[[""h1"", ""Conditional types & infer""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",808,,,"compiler-run examples, real diagnostics, exercises, linked source",human review notes in methodology.md,,preserve technical meaning; distinguish introductory versus advanced lessons,,True,0,0,https://typescript.robertdevore.com/lessons/conditional-types/,200,4a0f63c6c663f049cd22b2a6dda8b6eda791dbd20eaf8f495a6265dae157f50c,66,False,False,4,0,True,58,74,,en,200,"Use conditional types and infer, and learn when unions distribute.",0,0,False,2,200,,WebSite;WebPage;LearningResource;BreadcrumbList,True,Conditional types & infer · TypeScript Course,45
after,https://typescript.robertdevore.com/lessons/any-unknown-never-void/,content/lessons/09-any-unknown-never-void.md,lessons,"Choose the right meaning for unchecked values, unknown inputs, impossible cases, and ignored returns.",learn and practice,developers with basic programming familiarity,"any, unknown, never & void","any, unknown, never & void",Where you are;Mental model;JavaScript reality;TypeScript model;Working example;Type-checker drill;Runtime drill;Professional pattern;Exercise;Checkpoint;Sources,"any, unknown, never & void","[[""h1"", ""any, unknown, never & void""], [""h2"", ""Where you are""], [""h2"", ""Mental model""], [""h2"", ""JavaScript reality""], [""h2"", ""TypeScript model""], [""h2"", ""Working example""], [""h2"", ""Type-checker drill""], [""h2"", ""Runtime drill""], [""h2"", ""Professional pattern""], [""h2"", ""Exercise""], [""h2"", ""Checkpoint""], [""h2"", ""Sources""]]",769,,,"compiler-run examples, real diagnostics, exercises, linked source",human review notes in methodology.md,,preserve technical meaning; distinguish introductory versus advanced lessons,,True,0,0,https://typescript.robertdevore.com/lessons/any-unknown-never-void/,200,2b1127a7038b132acdf047a2ff304560b69384971fceffc3fe062c52b0182720,101,False,False,4,0,True,57,74,,en,200,"Choose the right meaning for unchecked values, unknown inputs, impossible cases, and ignored returns.",0,0,False,2,200,,WebSite;WebPage;LearningResource;BreadcrumbList,True,"any, unknown, never & void · TypeScript Course",46
after,https://typescript.robertdevore.com/reference/,scripts/build.mjs,reference,"Find TypeScript concepts, common errors, and the lesson that explains them.",navigate course/reference,developers with basic programming familiarity,TypeScript reference,TypeScript reference,Runtime versus static contracts;Inference and modeling;Applications and libraries;Error-oriented index,TypeScript reference,"[[""h1"", ""TypeScript reference""], [""h2"", ""Runtime versus static contracts""], [""h2"", ""Inference and modeling""], [""h2"", ""Applications and libraries""], [""h2"", ""Error-oriented index""]]",389,,,owned curriculum and project briefs,human review notes in methodology.md,,preserve technical meaning; distinguish introductory versus advanced lessons,,True,0,0,https://typescript.robertdevore.com/reference/,200,50a5efd5d949b55630e4e86db1c088116f7c8a8cfc46eb91f423dc18efdf00d4,75,False,False,2,0,True,101,63,,en,200,"Find TypeScript concepts, common errors, and the lesson that explains them.",0,0,False,1,200,,WebSite;CollectionPage;BreadcrumbList,True,TypeScript reference · TypeScript Course,40
